90404,'90404-Aliza Mitchell',128,'4.9','Entire Home','Paris',60,true'
90405,'90405-Brooklyn Purdy',198,'1.3','Private Room','Seattle',29,true'
90406,'90406-Adah MacGyver',91,'0.3','Entire Home','Boston',109,true'
90407,'90407-Elmore Padberg',153,'4.9','Private Room','Paris',77,false'
90408,'90408-Gino Upton',171,'0.0','Entire Home','Los Angeles',58,true'
90409,'90409-Miss Isaac Reichert',99,'5.0','Private Room','Austin',109,true'
90410,'90410-Vicky Boyer',149,'3.7','Private Room','Los Angeles',12,true'
90411,'90411-Ryann Osinski',132,'3.2','Shared Room','Seattle',8,true'
90412,'90412-Darien Hartmann',77,'2.3','Entire Home','Austin',108,false'
90413,'90413-Emilio Mitchell',62,'3.3','Private Room','Boston',65,false'
90414,'90414-Margie Corwin',167,'4.5','Private Room','Houston',34,false'
90415,'90415-Velma Welch',174,'1.8','Entire Home','San Francisco',61,false'
90416,'90416-Gaston Powlowski',190,'4.8','Entire Home','Houston',81,false'
90417,'90417-Mary Schowalter',143,'5.0','Entire Home','San Francisco',77,false'
90418,'90418-Mr. Ashlee Will',129,'0.4','Entire Home','Seattle',105,false'
90419,'90419-Stephany Welch Jr.',51,'4.9','Entire Home','New York',81,false'
90420,'90420-Taylor Kutch',91,'0.2','Private Room','Paris',56,false'
90421,'90421-Deangelo Mante',57,'2.5','Entire Home','San Francisco',28,true'
90422,'90422-Josiane Stiedemann',129,'1.2','Entire Home','Los Angeles',81,true'
90423,'90423-Loraine Corwin',148,'2.2','Shared Room','Boston',21,false'
90424,'90424-Elmira Legros',162,'0.6','Shared Room','San Francisco',80,true'
90425,'90425-Hobart Cremin',164,'0.7','Private Room','Seattle',109,false'
90426,'90426-Mr. Branson Johns',88,'0.4','Shared Room','Seattle',100,false'
90427,'90427-Darrin Cummerata',80,'1.1','Shared Room','Houston',1,false'
90428,'90428-Broderick Schultz',84,'4.5','Entire Home','Boston',59,false'
90429,'90429-Zetta Kuphal',133,'2.5','Private Room','Austin',1,false'
90430,'90430-Darrell Pouros',70,'2.2','Private Room','Paris',83,true'
90431,'90431-Ceasar Koepp',71,'0.9','Entire Home','Seattle',9,false'
90432,'90432-Marcelino Cormier',192,'3.4','Private Room','Los Angeles',5,true'
90433,'90433-Jaquelin Hickle',161,'0.9','Private Room','New York',23,false'
90434,'90434-Mr. Kamryn Gorczany',131,'4.9','Private Room','Austin',73,false'
90435,'90435-Santiago O''Kon',54,'4.2','Shared Room','Boston',89,true'
90436,'90436-Frieda Hilpert',157,'3.8','Shared Room','New York',48,true'
90437,'90437-Carter Hilpert',188,'0.1','Entire Home','Austin',5,false'
90438,'90438-Mr. Cleora Bogan',93,'2.3','Private Room','San Francisco',28,false'
90439,'90439-Claudie Rodriguez',192,'0.3','Private Room','Austin',73,false'
90440,'90440-Katrina Trantow',178,'3.9','Entire Home','Los Angeles',47,true'
90441,'90441-Hipolito Green',146,'4.9','Shared Room','Paris',13,false'
90442,'90442-Garland Rau',192,'2.5','Private Room','New York',83,true'
90443,'90443-Jane Bogisich Sr.',73,'4.4','Private Room','Paris',39,false'
90444,'90444-Tillman Nolan',107,'4.5','Shared Room','Houston',91,false'
90445,'90445-Glennie Kuhic',167,'4.3','Shared Room','Boston',3,true'
90446,'90446-Lila Schuster',121,'0.7','Entire Home','Los Angeles',5,false'
90447,'90447-Camylle Streich',158,'1.2','Private Room','San Francisco',30,false'
90448,'90448-Arnulfo Kozey',60,'1.6','Entire Home','San Francisco',107,true'
90449,'90449-Roderick Lubowitz',87,'0.6','Shared Room','Houston',56,false'
90450,'90450-Herminio Abbott',182,'1.4','Shared Room','New York',106,true'
90451,'90451-Dameon Cremin',64,'4.0','Entire Home','Los Angeles',71,false'
90452,'90452-Dario Ruecker',100,'0.9','Shared Room','Los Angeles',2,true'
90453,'90453-Muriel Blanda',132,'1.7','Entire Home','Houston',46,false'
90454,'90454-Hubert Parisian',97,'1.5','Shared Room','Paris',45,false'
90455,'90455-Amie Lowe',63,'4.3','Entire Home','New York',44,false'
90456,'90456-Bryana Dooley',90,'2.7','Shared Room','Houston',78,true'
90457,'90457-Matilde Sporer',78,'3.6','Shared Room','San Francisco',66,false'
90458,'90458-Keaton Medhurst Jr.',171,'0.0','Private Room','Los Angeles',26,false'
90459,'90459-Miss Tristin Welch',61,'1.9','Entire Home','Paris',34,false'
90460,'90460-Anya Lind',85,'0.6','Private Room','Boston',73,false'
90461,'90461-Itzel Bins',196,'5.0','Shared Room','Houston',15,false'
90462,'90462-Sofia Kuhn',181,'3.2','Private Room','Houston',63,false'
90463,'90463-Jaylon Dare II',92,'2.8','Private Room','Seattle',85,true'
90464,'90464-Madge Rice',124,'4.5','Private Room','Boston',56,true'
90465,'90465-Sylvester Graham',195,'4.0','Entire Home','Boston',81,false'
90466,'90466-Larue Sauer',156,'3.3','Private Room','Paris',100,false'
90467,'90467-Daphnee Rolfson DVM',147,'3.8','Shared Room','Los Angeles',117,true'
90468,'90468-Kathlyn Spinka',112,'3.6','Private Room','Houston',93,false'
90469,'90469-Mr. Morgan Gleichner',148,'2.8','Shared Room','Austin',119,false'
90470,'90470-Giovani Deckow',188,'4.4','Private Room','Boston',47,false'
90471,'90471-Jeanette Deckow',50,'2.3','Private Room','Seattle',72,false'
90472,'90472-Miss Ansel Russel',130,'1.4','Private Room','Paris',70,false'
90473,'90473-Jennifer Quigley',116,'4.9','Private Room','Boston',22,false'
90474,'90474-Miss Noble Jacobs',132,'2.9','Entire Home','Houston',83,false'
90475,'90475-Ike Skiles',165,'0.3','Shared Room','Boston',71,false'
90476,'90476-Delbert Rogahn',117,'1.5','Shared Room','Houston',46,true'
90477,'90477-Lamar Strosin',125,'2.2','Shared Room','New York',26,true'
90478,'90478-Candido Hettinger',64,'1.3','Private Room','San Francisco',0,true'
90479,'90479-Krista Zieme III',190,'1.0','Shared Room','San Francisco',50,false'
90480,'90480-Wilton Purdy',151,'2.6','Entire Home','Austin',118,true'
90481,'90481-Baylee Weimann',105,'3.1','Entire Home','Boston',25,false'
90482,'90482-Marlon Schimmel',56,'3.0','Shared Room','Houston',47,true'
90483,'90483-Conner Bartoletti',137,'0.5','Private Room','Houston',106,false'
