10044,'10044-Susanna Hintz',194,'2.5','Shared Room','Houston',59,true'
10045,'10045-Darius Kris',168,'2.9','Shared Room','Houston',82,true'
10046,'10046-Mrs. Jadyn Hamill',176,'2.8','Private Room','San Francisco',35,false'
10047,'10047-Ethan Morar',68,'2.2','Shared Room','San Francisco',62,true'
10048,'10048-Jaime Reynolds',196,'2.9','Shared Room','Austin',91,false'
10049,'10049-Julien Cruickshank',125,'3.7','Private Room','Los Angeles',114,true'
10050,'10050-Theodora Leuschke',116,'3.3','Entire Home','Seattle',28,true'
10051,'10051-Keven Goyette II',79,'1.7','Private Room','Austin',95,true'
10052,'10052-Benedict Morar',122,'4.6','Entire Home','Houston',95,true'
10053,'10053-Mrs. Devonte Hudson',127,'1.5','Shared Room','Boston',25,false'
10054,'10054-Asia Corwin',182,'2.8','Entire Home','Los Angeles',99,true'
10055,'10055-Kelsi Mann',101,'1.0','Entire Home','San Francisco',32,true'
10056,'10056-Justen Abernathy',187,'3.7','Entire Home','San Francisco',57,true'
10057,'10057-Courtney Keebler',84,'3.3','Shared Room','Los Angeles',66,true'
10058,'10058-Mrs. Ernie MacGyver',150,'2.2','Private Room','New York',104,true'
10059,'10059-Tristin Will',152,'1.7','Entire Home','Houston',89,true'
10060,'10060-Tyra Block V',64,'0.4','Private Room','Houston',106,false'
10061,'10061-Mrs. Juston Zieme',98,'0.4','Entire Home','New York',118,false'
10062,'10062-Shaun Hintz',190,'1.7','Entire Home','Boston',35,true'
10063,'10063-Westley Dibbert',147,'4.9','Entire Home','Austin',97,true'
10064,'10064-Lorenz Strosin',128,'4.9','Private Room','New York',56,false'
10065,'10065-Hardy Runolfsdottir',150,'4.4','Entire Home','Boston',35,true'
10066,'10066-Libbie Sawayn',185,'4.1','Shared Room','Boston',22,false'
10067,'10067-Marcos Balistreri',50,'2.2','Private Room','Austin',10,true'
10068,'10068-Randal Mitchell',59,'5.0','Private Room','Houston',32,false'
10069,'10069-Frieda Ratke',137,'2.3','Private Room','Seattle',87,true'
10070,'10070-Daphne Harvey',83,'3.6','Private Room','Boston',62,false'
10071,'10071-Ms. Ursula Mills',134,'2.2','Entire Home','New York',97,true'
10072,'10072-Muhammad Emmerich DDS',138,'2.3','Private Room','Boston',109,false'
10073,'10073-Ms. Celine Huels',64,'1.2','Private Room','Houston',108,false'
10074,'10074-Trenton Carroll',154,'2.2','Private Room','Houston',117,false'
10075,'10075-Marianne Morissette',199,'0.2','Entire Home','Seattle',63,true'
10076,'10076-Eldred Skiles',188,'4.5','Private Room','Seattle',3,false'
10077,'10077-Hoyt Kunde',69,'0.5','Shared Room','Houston',79,true'
10078,'10078-Tianna O''Connell',54,'1.3','Shared Room','Paris',42,false'
10079,'10079-Cordelia Kunde',94,'4.6','Entire Home','San Francisco',30,false'
10080,'10080-Tevin White',63,'3.4','Shared Room','Los Angeles',69,false'
10081,'10081-Margarita Keeling',138,'0.6','Entire Home','Houston',22,true'
10082,'10082-Malinda Raynor',80,'0.7','Shared Room','Austin',53,false'
10083,'10083-Golden Heaney',123,'2.5','Private Room','San Francisco',4,false'
10084,'10084-Jo Fadel',121,'0.4','Entire Home','Los Angeles',79,true'
