60269,'60269-Kathleen McGlynn',97,'0.6','Entire Home','Houston',85,true'
60270,'60270-Octavia Blick V',163,'1.8','Private Room','Paris',55,false'
60271,'60271-Mona Considine',166,'0.1','Shared Room','Austin',44,false'
60272,'60272-Jaylen Senger',129,'0.2','Entire Home','Boston',7,true'
60273,'60273-Miss Jamison Schimmel',130,'0.1','Shared Room','Houston',73,false'
60274,'60274-Dr. Janessa Schiller',159,'1.4','Shared Room','San Francisco',30,false'
60275,'60275-Neil Feest',126,'4.1','Private Room','Austin',73,true'
60276,'60276-Dawn Langworth',97,'4.4','Private Room','New York',64,false'
60277,'60277-Noemie Jones',115,'4.4','Shared Room','Los Angeles',85,false'
60278,'60278-Karelle Goodwin',121,'1.7','Shared Room','Houston',108,true'
60279,'60279-Pamela Runte',191,'4.1','Shared Room','New York',74,true'
60280,'60280-Elwin Koepp',150,'2.6','Shared Room','Houston',33,true'
60281,'60281-Grant Wunsch',158,'4.0','Shared Room','Houston',96,false'
60282,'60282-Arne Ondricka',175,'1.1','Shared Room','Paris',57,false'
60283,'60283-Ena Beier',62,'4.1','Shared Room','New York',74,false'
60284,'60284-Jaren Treutel',133,'1.2','Private Room','Houston',60,false'
60285,'60285-Adolfo Torphy',55,'3.8','Shared Room','Seattle',98,false'
60286,'60286-Adelbert Balistreri',157,'2.7','Entire Home','Austin',107,false'
60287,'60287-Jocelyn Robel',76,'4.8','Entire Home','Houston',112,true'
60288,'60288-Damien Terry',129,'2.6','Shared Room','Houston',83,false'
60289,'60289-Ike Sipes',177,'2.9','Shared Room','Austin',57,true'
60290,'60290-Sienna Willms',106,'3.9','Entire Home','Paris',46,false'
60291,'60291-Gavin Lehner Jr.',59,'4.7','Private Room','Los Angeles',39,false'
60292,'60292-Cheyenne Glover',141,'4.1','Private Room','New York',102,true'
60293,'60293-Allene Tremblay',180,'4.4','Entire Home','Los Angeles',28,false'
60294,'60294-Ruby Schroeder',132,'0.6','Entire Home','New York',61,false'
60295,'60295-Lon Feil',91,'2.3','Shared Room','Austin',6,false'
60296,'60296-Andrew O''Keefe',147,'2.1','Entire Home','Seattle',21,true'
60297,'60297-Rodolfo Friesen',53,'0.9','Entire Home','San Francisco',52,true'
60298,'60298-Earline Blanda PhD',132,'1.1','Shared Room','San Francisco',65,false'
60299,'60299-Ms. Johnathon Mohr',119,'1.1','Private Room','Los Angeles',47,false'
60300,'60300-Felix Runolfsdottir',86,'1.0','Shared Room','San Francisco',100,true'
60301,'60301-Randy Murray',154,'3.0','Private Room','New York',103,true'
60302,'60302-Kianna Ferry',107,'4.4','Shared Room','Austin',85,true'
60303,'60303-Dr. Carley Mayert',107,'3.9','Private Room','Seattle',16,true'
60304,'60304-Jasper Parker',128,'3.3','Private Room','San Francisco',82,true'
60305,'60305-Mrs. Geo Koss',165,'2.9','Private Room','Boston',22,true'
60306,'60306-Josue Price',105,'1.7','Entire Home','San Francisco',62,true'
60307,'60307-Dr. Clemens Wisoky',105,'1.9','Private Room','San Francisco',0,true'
60308,'60308-Tremaine Goodwin',157,'1.2','Entire Home','San Francisco',47,false'
60309,'60309-Mr. Wilburn Senger',128,'1.3','Shared Room','Seattle',83,false'
60310,'60310-Dameon Daugherty',173,'0.4','Entire Home','Houston',104,true'
60311,'60311-Lincoln Satterfield DDS',51,'1.5','Shared Room','Houston',113,false'
60312,'60312-Jany Kling',53,'2.9','Shared Room','Seattle',87,true'
60313,'60313-Adolfo Volkman',115,'0.0','Private Room','Austin',44,false'
60314,'60314-Agustin Reinger',104,'2.0','Entire Home','New York',109,false'
60315,'60315-Kyler Bogisich',129,'2.9','Shared Room','Houston',26,false'
60316,'60316-Rupert Homenick',78,'3.8','Shared Room','Houston',78,false'
60317,'60317-Molly Schimmel',130,'4.7','Entire Home','Boston',66,true'
60318,'60318-Arianna Hoeger',77,'0.4','Shared Room','Los Angeles',96,false'
60319,'60319-Dewitt Emard',73,'1.3','Shared Room','Seattle',60,true'
