40179,'40179-Elna Bauch',156,'0.3','Shared Room','Los Angeles',41,false'
40180,'40180-Mr. Frederique Kertzmann',143,'4.0','Shared Room','Boston',45,false'
40181,'40181-Mr. Kaley Ebert',76,'4.1','Shared Room','Seattle',35,false'
40182,'40182-Magali Hermiston',194,'0.7','Private Room','Paris',85,true'
40183,'40183-Brady Schneider',117,'4.3','Entire Home','Los Angeles',115,true'
40184,'40184-Ms. Vernice Runte',112,'1.2','Private Room','Houston',66,false'
40185,'40185-Abner Collier',140,'3.9','Private Room','Houston',38,false'
40186,'40186-Reese Satterfield',100,'1.0','Entire Home','Seattle',93,false'
40187,'40187-Mrs. Adonis Willms',157,'0.4','Shared Room','Houston',100,false'
40188,'40188-Selina Quigley I',54,'3.0','Private Room','Paris',33,false'
40189,'40189-Meagan Kutch Jr.',54,'0.6','Shared Room','Los Angeles',62,true'
40190,'40190-Marisa Jacobson',87,'3.3','Entire Home','Los Angeles',13,true'
40191,'40191-Landen Purdy',74,'3.6','Entire Home','San Francisco',34,false'
40192,'40192-Edna Reichel',161,'3.9','Private Room','Austin',18,true'
40193,'40193-Jo Macejkovic',116,'3.1','Private Room','Boston',31,true'
40194,'40194-Garry Murray',118,'4.7','Private Room','Austin',74,false'
40195,'40195-Robert Rowe',64,'3.4','Shared Room','San Francisco',65,true'
40196,'40196-Vincent Leuschke',95,'1.2','Entire Home','San Francisco',80,false'
40197,'40197-Jairo Kub II',177,'2.7','Shared Room','Boston',59,false'
40198,'40198-Samara Rohan',168,'1.7','Entire Home','Houston',78,false'
40199,'40199-Alta Haag I',148,'2.0','Shared Room','Austin',61,true'
40200,'40200-Vickie Kub',145,'0.4','Shared Room','Seattle',35,true'
40201,'40201-Keshawn Connelly',194,'5.0','Shared Room','Los Angeles',66,false'
40202,'40202-Kristofer Balistreri DDS',151,'1.2','Entire Home','Seattle',80,true'
40203,'40203-Dillan Bashirian',137,'1.9','Shared Room','Paris',0,false'
40204,'40204-Titus Schuster',190,'0.4','Private Room','New York',83,true'
40205,'40205-Dr. Evie Bode',152,'1.7','Private Room','Paris',82,true'
40206,'40206-Dennis Bernier',103,'1.3','Private Room','New York',64,true'
40207,'40207-Carlo Bednar',91,'4.1','Entire Home','Houston',85,false'
40208,'40208-Lavonne Spencer',180,'1.0','Private Room','Houston',26,true'
40209,'40209-Opal Cole',166,'2.8','Shared Room','Seattle',3,false'
40210,'40210-Jason Hermann',77,'0.3','Private Room','San Francisco',73,false'
40211,'40211-Murl Ullrich DVM',98,'2.6','Entire Home','San Francisco',62,true'
40212,'40212-Juwan Greenholt',138,'4.0','Entire Home','Seattle',100,false'
40213,'40213-Brenda Olson',88,'3.2','Entire Home','Paris',9,false'
40214,'40214-Myrl Koss',106,'4.3','Private Room','San Francisco',109,true'
40215,'40215-Chaim Ortiz',189,'2.3','Private Room','Seattle',84,false'
40216,'40216-Ashlynn Moen II',168,'4.2','Shared Room','Boston',63,false'
40217,'40217-Morris Aufderhar',163,'3.8','Private Room','Seattle',107,true'
40218,'40218-Lee Wilkinson Jr.',56,'4.6','Shared Room','Los Angeles',96,false'
40219,'40219-Litzy Rohan',133,'2.7','Shared Room','San Francisco',117,true'
40220,'40220-Rylan Rogahn',182,'1.7','Private Room','San Francisco',32,true'
40221,'40221-Javonte O''Hara',55,'5.0','Entire Home','Paris',28,false'
40222,'40222-Tatum Abernathy',145,'0.1','Shared Room','Houston',74,false'
