80359,'80359-Hannah Boyle',109,'1.0','Entire Home','Houston',90,false'
80360,'80360-Daniella Kihn MD',131,'3.3','Private Room','New York',101,false'
80361,'80361-Jazmin Hansen II',185,'3.0','Shared Room','San Francisco',80,true'
80362,'80362-Adrienne Auer',92,'0.4','Shared Room','Seattle',101,false'
80363,'80363-Lupe Rippin Jr.',196,'3.9','Entire Home','New York',57,true'
80364,'80364-Claudie Orn',100,'3.2','Entire Home','Seattle',107,false'
80365,'80365-Iliana Herman',123,'4.8','Private Room','Austin',59,true'
80366,'80366-Ms. Johnpaul Turcotte',138,'1.6','Private Room','Boston',45,false'
80367,'80367-Phoebe Zieme',77,'2.9','Private Room','Boston',80,true'
80368,'80368-Ross Hackett PhD',174,'2.1','Entire Home','Los Angeles',9,false'
80369,'80369-Cecelia Turcotte',81,'4.7','Private Room','San Francisco',55,true'
80370,'80370-Savanah Graham',100,'4.1','Entire Home','Los Angeles',83,false'
80371,'80371-Waylon Torphy',168,'0.3','Entire Home','Los Angeles',111,true'
80372,'80372-Cristal Bosco DVM',79,'4.0','Shared Room','Houston',28,false'
80373,'80373-Otis Corwin',179,'2.2','Private Room','Paris',35,false'
80374,'80374-Donavon Breitenberg Sr.',81,'1.9','Entire Home','Paris',91,false'
80375,'80375-Gussie Boyle',190,'3.9','Entire Home','New York',97,true'
80376,'80376-Ms. Kacie Stoltenberg',165,'0.8','Shared Room','New York',80,false'
80377,'80377-Annabell Thompson',84,'3.1','Private Room','New York',0,true'
80378,'80378-Anita Langosh',138,'1.4','Entire Home','New York',25,false'
80379,'80379-Myrtis Cole',169,'2.6','Shared Room','Austin',75,true'
80380,'80380-Frankie Schultz',123,'2.8','Private Room','Austin',33,false'
80381,'80381-Tavares Hagenes',73,'1.6','Entire Home','Boston',101,false'
80382,'80382-Baby Conroy',109,'3.4','Entire Home','Seattle',33,false'
80383,'80383-Reba Grant',113,'0.2','Entire Home','Los Angeles',53,false'
80384,'80384-Kristian Jacobs',188,'1.2','Shared Room','Paris',48,false'
80385,'80385-Levi Rogahn',95,'2.2','Private Room','Houston',77,false'
80386,'80386-June Spencer',157,'0.5','Entire Home','New York',40,false'
80387,'80387-Scot Fritsch',144,'1.4','Shared Room','Houston',69,false'
