20089,'20089-Mafalda Rempel',194,'0.3','Entire Home','San Francisco',86,true'
20090,'20090-Janiya Emmerich',99,'0.8','Private Room','San Francisco',37,false'
20091,'20091-Deonte White',90,'1.0','Shared Room','Austin',79,true'
20092,'20092-Estrella Schmitt',56,'2.7','Shared Room','Los Angeles',24,false'
20093,'20093-Lazaro Hane',94,'2.9','Shared Room','San Francisco',42,false'
20094,'20094-Madaline Daugherty',103,'2.4','Entire Home','Boston',102,false'
20095,'20095-Mr. Nasir Tremblay',115,'0.8','Entire Home','Los Angeles',96,true'
20096,'20096-Korey Denesik',100,'2.5','Private Room','Paris',41,false'
20097,'20097-Jeffrey Weber',171,'2.7','Shared Room','Houston',25,false'
20098,'20098-Trey O''Hara',161,'3.1','Shared Room','New York',15,false'
20099,'20099-Ms. Felicity Schmitt',58,'3.9','Shared Room','Austin',91,true'
20100,'20100-Mariela Wisozk',185,'0.4','Shared Room','San Francisco',50,true'
20101,'20101-Ms. Isac Moore',116,'1.4','Shared Room','Seattle',104,true'
20102,'20102-Myrtle Schumm',115,'2.8','Shared Room','Boston',5,true'
20103,'20103-Elnora Schneider',178,'1.4','Private Room','Paris',113,false'
20104,'20104-Jamil Hickle',167,'1.4','Private Room','Boston',65,true'
20105,'20105-Mr. Colten Berge',122,'0.4','Shared Room','San Francisco',118,true'
20106,'20106-Dorris Haag',56,'3.0','Shared Room','Los Angeles',3,false'
20107,'20107-Ashly Brekke',198,'1.9','Entire Home','Seattle',116,false'
20108,'20108-Orville King Sr.',156,'3.0','Private Room','Paris',68,false'
20109,'20109-Reagan Robel',80,'2.3','Shared Room','Boston',106,true'
20110,'20110-Liam Bauch',111,'2.9','Entire Home','San Francisco',76,true'
20111,'20111-Mr. Roma Anderson',100,'1.0','Shared Room','Austin',2,true'
20112,'20112-Wallace Ratke',166,'2.6','Entire Home','Boston',8,true'
20113,'20113-Lyda Bauch',147,'0.5','Private Room','Los Angeles',57,true'
20114,'20114-Jason Wiegand',115,'3.0','Private Room','Houston',49,false'
20115,'20115-Nestor Wuckert',154,'1.6','Shared Room','Austin',12,true'
20116,'20116-Miss Isabell Wiza',130,'4.7','Private Room','Austin',2,true'
20117,'20117-Leonie Weimann',132,'3.3','Private Room','Paris',74,true'
20118,'20118-Nayeli Schneider Jr.',188,'3.3','Shared Room','San Francisco',1,false'
20119,'20119-Maryjane Bernhard',130,'3.9','Entire Home','Houston',58,false'
20120,'20120-Angelita Lockman',114,'1.7','Shared Room','Boston',91,true'
20121,'20121-Alene O''Conner IV',76,'1.0','Entire Home','New York',64,false'
20122,'20122-Brando Keeling',58,'3.2','Private Room','San Francisco',74,true'
20123,'20123-Ludwig Leffler',159,'3.9','Entire Home','San Francisco',119,false'
20124,'20124-Cletus Spinka',110,'1.5','Private Room','Paris',86,false'
20125,'20125-Edward Kirlin',88,'3.2','Shared Room','Paris',118,false'
20126,'20126-Romaine Runolfsson III',129,'1.3','Shared Room','Los Angeles',3,true'
20127,'20127-Damian VonRueden',114,'2.5','Private Room','Paris',92,false'
20128,'20128-Euna Spencer',55,'2.2','Shared Room','Houston',14,false'
20129,'20129-Alisha O''Conner',128,'0.4','Entire Home','Boston',101,false'
20130,'20130-Miss Daisy Grady',83,'3.4','Shared Room','San Francisco',107,false'
20131,'20131-Hubert Larkin',144,'2.9','Entire Home','Houston',49,false'
20132,'20132-Kailey Herman',61,'3.8','Entire Home','New York',30,false'
20133,'20133-Mr. Florencio Ortiz',153,'1.8','Entire Home','New York',9,true'
20134,'20134-Kennith Walker',148,'1.7','Entire Home','Los Angeles',88,false'
20135,'20135-Al Mante',165,'1.3','Private Room','San Francisco',109,false'
20136,'20136-Isabella Ebert',79,'5.0','Entire Home','New York',77,false'
20137,'20137-Jeffry Casper',113,'4.3','Entire Home','Paris',36,false'
20138,'20138-Wellington Schulist',153,'2.8','Entire Home','Los Angeles',13,false'
20139,'20139-Rahul Reynolds',68,'2.6','Private Room','Los Angeles',30,true'
20140,'20140-Bill Graham',150,'2.6','Private Room','Austin',24,true'
20141,'20141-Emiliano Jones',178,'0.7','Entire Home','Boston',58,true'
